Company Name,Address,City,Phone,Website
HARISTUN JAYA PT,"Kompl Griya Kenari Mas Bl A-2/9 CIBINONG 16820, P.O. Box: 16820, ",Cibinong,021-82492469,
HARAU MEGANTARA ANGKASA PT,"Jl Raya Negara Km 7 HARAU 26251, P.O. Box: 26251",,0752-7754200,
HARINI JAYA MANDIRI PT,"Jl Jend A Yani 88 Ged Graha Pena Suite 1201 Lt 12 SURABAYA 60234, P.O. Box: 60234, ",Surabaya,031-8250088,
HARISINDO DAYA KOMUNIKATAMA PT,"Jl Raya Bogor Km 3, 5 CIBINONG, ",Cibinong,021-87905000,
HARBOS PATI PT,"Jl Raya Pati Gabus 1-A PATI 59116, P.O. Box: 59116",,0295-386002,
HAR SURY PT,"Jl Tole Iskandar 1 RT 006/04 DEPOK 16412, P.O. Box: 16412, ",Depok,021-7711195,
Haruman CV,"Jl Surotokunto 39 RT 002/06,Adiarsa,Karawang, KARAWANG 41313",,0267 8452999,
Harapan Viadarni Mandiri,"Jl Veteran Slt 49/113,Parang,Mamajang, ",Makassar,0411 878271,
Harapan Sejahtera CV,"Kompl Pamulang Permai II Bl D-32/41,Pamulang Barat,Ciputat, ",Jakarta,021 7416395,
HARAPAN ENIM KENCANA PT,"Jl Letnan Marzuki Bl B-236/235 MUARA ENIM 31315, P.O. Box: 31315",,0734-422535,
HARAMBIR PUTRA PT,"Jl Pedongkelan 1 RT 001/013 JAKARTA 11720, P.O. Box: 11720, ",Jakarta,021-54395385,
Harapan Pratama CV,"Jl Joglo 117 RT 005/08,Joglo,Kembangan, ",Jakarta,021 5864401,
Harapan Jaya Makmur CV,"Kp Pasanggrahan II RT 003/03,Tanggeung, TANGGEUNG 43267",,0263 363649,
Harapan J CV,"Kp Cimuti RT 003/02, CIANJUR",,0263 2289998,
Harapan Insani CV,"Jl Kb Jahe VIII 55-A RT 010/02,Petojo Selatan,Gambir, ",Jakarta,021 3443394,
Harapan Esok Sentausa PT,"Jl Tmn Cibalagung Kompl Taman Cimanggu Bl O/18 RT 003/08,Cikaret, ",Bogor,0251 8374812,
Harapan Bunda CV,"Kompl Taman Krakatau Bl I-17/11,Kramatwatu, ",Cilegon,0254 399295,
Harmonis Phone,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt Dasar 110-B,Cideng,Gambir, ",Jakarta,021 63858125,
Harley Davidson Cell,"Jl Babakan Sari I 187,Babakansari,Kiaracondong, ",Bandung,022 7214895,
Harmony Phoneshop,"Jl Dr Sam Ratulangi 141-A,Mamajang Dlm,Mamajang, ",Makassar,0411 871479,
Harmoni Outlet,"Dsn Tenggun Dajah, AROSBAYA 69153",,031 3053582,
Happy Ponsel,"Jl Teuku Cik Ditiro 14/18,Darat,Medan Baru, ",Medan,061 4512618,
Hapindo,"Jl Tanjungpura 232,Ben8a Melayu Laut,Pontianak Selatan, ",Pontianak,0561 762640,
Happy Com Cellular Toko,"Jl Mangga Dua Raya Mal Mangga Dua Lt 2/52,Mangga Dua Selatan,Sawah Besar, ",Jakarta,021 62301478,
Hanun Selaras CV,"Jl Tipar Cakung 85 RT 009/07,Rorotan,Cilincing, ",Jakarta,021 46835798,
Hanum CV,"Jl Bratayuda 128 RT 002/023, GARUT",,0262 242762,
HANDI PRADANA PT,"Jl Cihanjuang 8 CIMAHI 40513, P.O. Box: 40513, ",Cimahi,022-6657283,
Hansa Putra CV,"Kompl Billy Moon Bl E/11 RT 004/10,Pondok Kelapa,Duren Sawit, ",Jakarta,021 8655390,
Hanny CV,"Ds Purwomartani, ",Yogyakarta,0274 7491871,
Hanif Jaya Murni PT,"Jl Bulak Banteng Madya X/1,Sidotopo Wetan,Kenjeran, ",Surabaya,031 3721796,
Hanif Jastel,"Jl Gamping Tgh RT 004/14,Ketawang,Gamping, ",Yogyakarta,0274 379852,
Hanif CV,"Jl Raya Poncowarno RT 001/03 Dsn 3, PRINGSEWU",,0729 7373195,
Hans Cell,"Jl Pejanggik 111-C,Cakra Barat,Cakra Negara, ",Mataram,0370 627374,
Hans Brother,"Jl Jend A Yani 47-49 MTC Karebosi Lt 1, ",Makassar,0411 3652171,
Hanjaya 1,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt Dasar 139,Cideng,Gambir, ",Jakarta,021 6304777,
Handphone Mobal Toko,"Jl Melintas 25, PANGKALPINANG",,0717 7000055,
Handy Celluler Toko,"Jl Boulevard Raya Ruko Gading Serpong Bl BH-10/30,Curug, ",Tangerang,021 54202118,
Hanif Cell,"Psr Baluran Bl A/27-28, ",Balikpapan,0542 7130387,
Handphone Center,"Jl Raya Margorejo 97-99 Plaza Marina Lt 2/284,Margorejo,Winocolo, ",Surabaya,031 8499947,
4Hands,"Jl Anggur 16,Bandulan,Sukun, ",Malang,0341 567691,
1001 Handphone,"Jl 23 Januari 32, ",Gorontalo,0435 831090,
Handy Electronic Toko,"Jl Hang Lekir 18, TANJUNGBALAIKARIMUN",,0777 31637,
Han Celluler,"Jl KH Agus Salim 16,Oro oro Ombo,Kartoharjo, ",Madiun,0351 7702002,
Handrata Teknik CV,"Jl Veteran 175,17 Ilir,Ilir Timur I, ",Palembang,0711 368451,
Han Media,"Jl Waruga Jaya 29 RT 006/03,Pasteur,Sukajadi, ",Bandung,022 2017102,
Hallo Phone,"Jl Pulau Irian 1 Samarinda Central Plaza Bl 410 Lt IV,Karang Mumus,Samarind, ",Samarinda,0541 749593,
Halik Selindo Alpha PT,"Jl Melawai II 62,Melawai,Kebayoran Baru, ",Jakarta,021 7396529,
Handy Teleshop,"Jl Raya Cilegon 23,Masigit,Cilegon, ",Cilegon,0254 392046,
Halomediasel Cahaya Pratama PT,"Jl Laks Malahayati 103,Gkung,Tl Betung Selatan, BANDARLAMPUNG 35224",,0721 482949,
Hallo Celluler,"Jl Gn Rinjani Kompl BSD Sektor 4-1 Bl RG/3,Lengkong Wetan,Serpong, ",Tangerang,021 5370267,
Hallo Sel,"Jl Dr Cipto Mangunkusumo 22-C,Pekiringan,Kesambi, ",Cirebon,0231 208000,
Halo Service Centre,"Jl Jend A Yani 47-49 MTC Karebosi Bl M/12,Pattunuang,Wajo, ",Makassar,0411 350005,
Hallo Pateten,"Kel Pateten Satu Lingk I,Pateten,Bitung Timur, ",Bitung,0438 36245,
Hakas,"Jl Dipati Ukur 49 RT 003/10,Lebak Gede,Coblong, ",Bandung,022 2509109,
Hakim CV,"Jl Antasari 3,Kampungdalem,Tulungagung, TULUNGAGUNG 66212",,0355 322499,
Haka Cellular,"Jl Purnawarman 13-15 Ged BEC Lt LU Bl A/03,Babakan Ciamis,Sumurbandung, ",Bandung,022 4224412,
Haji Senen Mandiri CV,"Ds Parean Girang RT 001/05, LOSARANG",,0234 505462,
Haji Daulatsjah CV,"Jl TPU Pd Ranggon 6 RT 003/06,Pondok Rangon,Cipayung, ",Jakarta,021 8458398,
Hajata Raya PT,"Jl Sungai Saddang Plaza Latanette Bl B/9,Pisang Selatan,Ujungpandang, ",Makassar,0411 311576,
Hacom,"Jl Mulyosari Mas F-17,Kalisari,Mulyorejo, ",Surabaya,031 70902778,
Haji Muhammad Sarbih Jaya PT,"Jl Penggilingan Raya 255 RT 013/07,Penggilingan,Cakung, ",Jakarta,021 4600999,
HABIBULLAH PT,"Jl Raden Wijaya 77 BANYUWANGI 68423, P.O. Box: 68423",,0333-413355,
HABER RAYA PT,"Jl Muhara Bogasari RT 001/03 CIBINONG, ",Cibinong,021-87904696,
Habelindo Marygold Gemilang PT,"Kompl Bintaro Jaya Sektor 9 Bl JB-1/8,Pondok Pucung,Pondok Aren, ",Jakarta,021 74860896,
Habib Rizky Telekomindo CV,"Jl AR Hakim 128, ",Medan,061 77503261,
Habib Hadil Sejahtera Cv,"Jl Jatinegara Tmr 57 G, Jakarta, ",Jakarta,021-856-6618,
Habibullah PT Radio,"JL. Raden Wijaya 77 68423, BANYUWANGI",,+62 333 413355,
Habibullah PT Radio,JL. Raden Wijaya 77 68423,,+62 333 413355,
Gyga Cell,"Jl Mojo Kidul I/8,Mojo,Gubeng, ",Surabaya,031 5921702,
Gusti CV,"Dsn Dwi Sakti, ",Metro,0725 641388,
GURUMINDA BATARA PT,"Jl Raya Cikaret 32 RT 003/11 CIBINONG 16914, P.O. Box: 16914, ",Cibinong,021-8754849,
Guna Reklame Toko,"Kompl Ruko Bahan Bangunan Mangga Dua Raya Bl F-6/9-10, Jakarta, ",Jakarta,021-601-8501,
Guritamas CV,"Jl Karang Anyar Utr 31,Karang Anyar,Sawah Besar, ",Jakarta,021 3454277,
Gusti Celularÿ,"Jl AY Patty 4 Ã¿, ",Ambon,0911 310200,
Guntur I B 29 PT,"Jl Anyelir 22, ",Denpasar,0361-233641,
Gulf Resources Ltd,"Jl Imam Bonjol 16 D, Medan, ",Medan,061-453-8409,
Gumoes Centries CV,"Jl Jati Sari Kompl Dept Pertanian 4 RT 003/05,Jati Sari,Jati Asih, ",Jakarta,021 84599784,
Guha Prajatama PT,"Jl Panca Warna Kompl Pabaton Indah Bl A/1 RT 002/07,Tanah Sareal,Tanah Sare, ",Bogor,0251 8355794,
Gudang Voucher,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 2 62,Cideng,Gambir, ",Jakarta,021 63858868,
G-21 Toko,"Jl Jatinegara Brt 54-E Bukit Duri Plaza Bl B/10,Kp Malayu,Jatinegara, ",Jakarta,021 8505039,
GUCI DEWATA PT,"Jl Gn Tangkuban Perahu 59 DENPASAR 80361, P.O. Box: 80361, ",Denpasar,0361-414735,
G-Three Cellular,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt Dasar 112-AB,Cideng,Gambir, ",Jakarta,021 63857873,
G- Star,"Jl MH Thamrin, ",Medan,061 4501816,
GRESIA SIBOLGA PT,"Jl KH Zainul Arifin 13 SIBOLGA 22521, P.O. Box: 22521, ",Sibolga,0631-23300,
GRESS FN PEKANBARU RADIO PT,"Jl Punai 8 PEKANBARU, ",Pekanbaru,0761-7076110,
Grezia Phone,"Jl Pahlawan Seribu ITC Bumi Serpong Damai Bl F-3A Lt 1/2,Serpong,Serpong, ",Tangerang,021 92731757,
GSP FM Radio,"Jl Bau Massepe 299 91122, ",Pare-Pare,0421-25272,
Greys Amori UD,"Ds Lumban Sormin, SIBORONGBORONG",,0633 42414,
Green Top,"Jl Cisokan Baru 58,Cihaurgeulis,Cibeunying Kaler, ",Bandung,022 70005259,
Green Phone,"Jl Stasiun KA Juanda Kompl Ruko Bl B/17,Kebon Kelapa,Gambir, ",Jakarta,021 3523006,
Great Mobile,"Jl RS Fatmawati 39 ITC Fatmawati Lt Dasar 27,Cipete Utara,Kebayoran Baru, ",Jakarta,021 7246645,
Green Cell,"Jl Cikutra 89,Neglasari,Cibeunying Kaler, ",Bandung,022 70444186,
Gress Radio,"Jl Punai 8 RT 007/03, ",Pekanbaru,0761 47000,
Gresia Sibolga PT Radio,"Jl KH Zainul Arifin 13 22521, ",Sibolga,0631-23300,
Graha Planet,"Jl Kh Hasyim Ashari Roxy Mas Plaza Lt 3/98, Jakarta, ",Jakarta,021-630-4969,
Graha Sambung Omong CV,"Jl Pucang Anom 41,Kertajaya,Gubeng, ",Surabaya,031 5025002,
Graha Nadira CV,"Jl Raya Jakarta Km 4, ",Serang,0254 284496,
Graha Prawira CV,"Jl Delima 22,Jati Pulo,Palmerah, ",Jakarta,021 5632103,
Graha Kaslla Sentosa PT,"Jl Babakan Raya 4 RT 003/01,Dramaga, ",Bogor,0251 8425196,
Graha Indah CV,"Jl Merdeka Utr 82, PABUARAN",,0231 661872,
Graha Ayu CV,"Jl Ismail Marzuki 5,Cakra Barat,Cakra Negara, ",Mataram,0370 623116,
Graha Arwana CV,"Jl Ciracas Raya 1 RT 007/03,Ciracas,Ciracas, ",Jakarta,021 87711354,
Gradiollen CV,"Jl M Nur 36,Durian Payung,Tanjung Karang Pusat, BANDARLAMPUNG 35116",,0721 269097,
Grace CV,"Jl Turi 139,Pasar Merah Barat,Medan Area, ",Medan,061 7350644,
Gracia Raharjo CV,"Jl Za Pagar Alam 28, BANDARLAMPUNG",,0721 770059,
Grand Cellular,"Jl Pahlawan Seribu ITC Bumi Serpong Damai Bl C-5 Lt 1/3-A,Serpong,Serpong, ",Tangerang,021 53161829,
Granada Gaplek Toko,"Jl Pd Cabe Raya 1 RT 002/05,Pondok Cabe Hilir,Ciputat, ",Jakarta,021 7492568,
Gratify,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt Dasar 121-A,Cideng,Gambir, ",Jakarta,021 6320956,
Graha Telewindu CV,"Jl Jend Sudirman 50, PANGKALPINANG",,0717 431117,
Gracia Jasatama CV,"Jl Jend Gatot Subroto 67-A,Sokanegara,Purwokerto Timur, PURWOKERTO 53115",,0281 632266,
Graha Seluler,"Jl Anggrek 7,Sidakaya,Cilacap Selatan, CILACAP 53212",,0282 521073,
Graha Selular Toko,"Jl Kom L Yos Sudarso 79-C,Kesawan,Medan Barat, ",Medan,061 6619765,
Graha Mobile,"Jl Kampar 21-B,Taman,Taman, ",Madiun,0351 491625,
Graha Multi Cellular,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 3/66,Cideng,Gambir, ",Jakarta,021 6304741,
Grande Cellular,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt Dasar 20,Cideng,Gambir, ",Jakarta,021 63863034,
Graha Data Cellular,"Jl Airlangga, GIANYAR",,0361 946166,
Graha Cellular,"Jl Letjen Suprapto ITC Mega Grosir Cempaka Mas Bl L/1023 Lt 4,Cempaka Baru, ",Jakarta,021 42901679,
"Gras FM 88,2","Dsn Jambi RT 002/15,Prambon, PRAMBON 64484",,0358 791801,
Grass FM Radio,"Jl Brigjen Slamet Riyadi 28, ",Tarakan,0551 5505948,
Grapari Telkomsel Purwokerto,Jl Letjen S Parman 950,,0281-641122,
Granada Tara Indah PT Radio,Jl Teratai 20 73514,,0513-21171,
Graha Podium Toko,"Jl KH Hasyim Ashari 125 ITC Roxy Mas 85 Lt 1 10150, ",Jakarta,021-63860133,
GOLDEN GATE MANDIRI PT,"Jl RS Fatmawati Kav 20 Rukan Fatmawati Mas Bl I/121 JAKARTA 12150, P.O. Box: 12150, ",Jakarta,021-7654924,
Golden Sukses,"Jl Kom L Yos Sudarso 25-A,Ampenan Tengah,Ampenan, ",Mataram,0370 632569,
Graha Insan Surya,Jl Gajah Mada 82 81113,,0368-25815,
Golden Star Million,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Bl B-1/23-24,Cideng,Gambir, ",Jakarta,021 63860033,
Golden Communication,"Jl Sekip Bendung 112, ",Palembang,0711 351351,
Golden Com,"Jl Asia 262 J, ",Medan,061 7369254,
Golden Communication PT,"Kompl Bumi Indah Bl 1/1,Nongsa(Batu Ampar),Sungai Beduk, ",Batam,0778 421761,
Golden Celluler Toko,"Jl Raya Pd Gede Pondok Gede Plaza Los Lt dasar Bl C/25,Jati Rahayu,Pondok G, ",Jakarta,021 8487557,
Golden Liong Cellular,"Jl Letjen Suprapto ITC Mega Grosir Cempaka Mas Bl B Lt 4/73,Cempaka Baru,Ke, ",Jakarta,021 42902438,
Golkar Radio,Jl Kom L Yos Sudarso,,0984-22699,
Glory CV,"Jl Cendana 10,Alli Ritangae,Maros Baru, MAROS 90511",,0411 374398,
Golden Electric,"Jl Mohammad Jam 82 23242, ",Banda Aceh,0651-23269,
Golkar Radio,"Jl Kom L Yos Sudarso, NABIRE",,0984-22699,
Global Wartelindo CV,"Jl Cipinang Besar Slt 4 RT 006/06,Cipinang Besar Selatan,Jatinegara, ",Jakarta,021 85911079,
Global Viryatama CV,"Jl Empang Bahagia VIII 15 RT 005/06,Jelambar,Grogol Petamburan, ",Jakarta,021 5681774,
Global Star Teknindo CV,"Jl Raya Pemda RT 003/10,Kedung Halang, CIBINONG 16710",,021 87922990,
Global Rekatama Persada CV,"Kp Pasir Jaya RT 001/09,Ciampea, ",Bogor,0251 8333199,
Global Mitra Usaha PT,"Jl Menur 3, KENDAL",,0294 381098,
Global Klong CV,"Jl Raja Ali Haji, TANJUNGPINANG",,0771 61992,
Glory Phone,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 2 18,Cideng,Gambir, ",Jakarta,021 6320988,
Glory Sellular,"Jl P Diponegoro 97,Kampung Baru,Buleleng, SINGARAJA 81114",,0368 25803,
Global Indo Komunika PT,"Jl KH Hasyim Ashari 125 Pus Niaga Roxy Mas Bl D-2/25 10150, ",Jakarta,021-6323232,
Global Persada Indonesia PT,Jl Bersih 1 Kompl Pemda 16912,,021-87916558,
Global FM Radio,Jl Bhayangkara 86511,,0385-22116,
Global FM,Jl Depot Manggis RT 002/11,,0273-5327000,
Global FM Radio,"Jl Bhayangkara 86511, RUTENG",,0385-22116,
Global FM,"Jl Depot Manggis RT 002/11, WONOGIRI",,0273-5327000,
Global Radio,"Jl Kota Baru, ",Ternate,0921-328733,
Gloria Paramitha Sampurna PT Radio,"Jl Letjen Sutoyo 3 Perum Sukodomo Permai Bl A/2 67352, LUMAJANG",,0334-882477,
GLG Radio,"Kp Bantargedang Kec Cibeureum 46196, ",Tasikmalaya,0265-2351745,
Glegar Jembrana Radio PT,"Jl Pulau Jawa 9-L,Pendem,Negara, NEGARA 82211",,0365 44256,
Give Thanks,"Jl Kh Hasyim Ashari Itc Roxy Mas Lt 2/88, Jakarta, ",Jakarta,021-630-4634,
Giyade Abadi CV,"Jl Salemba Bluntas 26 RT 012/05,Kenari,Senen, ",Jakarta,021 31900472,
GITAYA GEGANA PT,"Jl KH Mukmin 48 SIDOARJO 61214, P.O. Box: 61214",,031-8967537,
Gita Hadilestari PT Radio,"Jl Jend Sudirman 3 RT 002/03, KETANGGUNGAN TIMUR",,0283 882058,
Gita Dewangga PT Radio,"Jl Letjen S Parman 45 RT 025/07,Soklat,Subang, SUBANG 41215",,0260 420546,
Gita FM Radio,"Jl Layur 58,Bangil, BANGIL 67153",,0343 745949,
Gitaswara Alfina PT Radio,Jl Brigjen Katamso 1 Perum Sugihwaras 52311,,0284-321692,
Gitaya Gegana PT Radio,Jl KH Mukmin 48 61214,,031-8967537,
Gita Surya CV,"Jl Dr Sam Ratulangi 434 95231, ",Manado,0431-866372,
Gita Pesona Swara Pandaran Radio PT,Jl Pepaya 32 74322,,0531-25068,
Gita Nusantara Perkasa PT Radio,Jl Kemuning 3 53316,,0281-895540,
Gita Lestari Radio,Jl Jend Sudirman RT 002/03,,0283-882058,
Giriswara Indahsakti PT Radio,Jl Veteran 237 61123,,031-3984598,
Gita Cipta Swara Radio,Jl Kampus Ronggolawe Bl B/1 58312,,0296-425429,
Gita Kanari Ria PT Radio,Jl Pahlawan 41 41115,,0264-206453,
Gita Buana Swara PT Radio,Jl Protokol Medan Jaya,,0737-61159,
Giriswara Indahsakti PT Radio,"Jl Veteran 237 61123, GRESIK",,031-3984598,
GI PT,"Jl Jend Sudirman,Tembilahan Hulu,Tembilahan, TEMBILAHAN 29212",,0768 21298,
Gipvi FM,Jl Cindrawasih Psr Baru 84355,,0372-81079,
Giovani CV,"Jl Raya Tj Jati, ",Payakumbuh,0752 7762150,
Ginta Advertising CV,"Jl Kav Polri Bl A-19/1 RT 010/02,Jelambar,Grogol Petamburan, ",Jakarta,021 56942107,
Ginanjar PT,"Jl Raya Bandung, CIANJUR",,0263 260924,
G Intan 2 CV,"Jl Lintas Tmr, MENGGALA",,0726 750680,
G Intan D CV,"Jl Lintas Tmr, MENGGALA",,0726 750687,
Ginno Cel,"Jl Jend A Yani 498-A, BATURAJA",,0735 322349,
Gino Phone,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 1/152-B,Cideng,Gambir, ",Jakarta,021 63855427,
Gilang Perkasa Sejahtera PT,"Jl Flamboyan 2 RT 005/03,Menteng Dlm,Tebet, ",Jakarta,021 73881196,
Getri Cellular Toko,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt Dasar 112-A,Cideng,Gambir, ",Jakarta,021 63857874,
Gilang Kencana CV,"Jl Jend Sudirman 93,Wlingi, WLINGI 66184",,0342 691387,
GE Telephone,"Jl Dharmahusada 36-A 60132, ",Surabaya,031-5941683,
Gespa Radio,"Jl RT A Prawiradiningrat 124 RT 003/08, ",Tasikmalaya,0265-7077854,
Geralindo Agung Pratama CV,"Jl Sinta 56 RT 002/02,Larangan Utara,Larangan, ",Jakarta,021 7317892,
GERONIMO PT,"Jl Gayam 24 YOGYAKARTA 55225, P.O. Box: 55225, ",Yogyakarta,0274-511058,
Gerai Selular,"Jl Palapa 1,Oebobo,Oebobo, ",Kupang,0380 824912,
Gerial Ponsel,"Jl Cendrawasih 375-A,Sambung Jawa,Mamajang, ",Makassar,0411 859711,
Gerbang Cell,"Jl Purnawarman 13-15 Ged Istana Bandung Electronic Centre Lt LG/C,Babakan C, ",Bandung,022 4204198,
Gerai Halo Telkomsel,"Jl Raya Jemursari 154,Jemur Wonosari,Winocolo, ",Surabaya,031 8478959,
Gen Co Cell,"Perum Citra Mutiara Bl C/5,Bancaran,Bangkalan, BANGKALAN 69112",,031 3093792,
Gerak Maju Teknologi PT,"Jl Jend A Yani 176-178 60235, ",Surabaya,031-8275314,
Genraya Agen Pulsa,"Jl Banjarsari Kulon RT 033/13, ",Madiun,0351 476605,
Genta Bawana Sakti PT Radio,Jl Puncak Lijen 88 68454,,0333-410539,
Genesis Cellular,"Jl KH Hasyim Ashari 125 ITC Roxy Mas 154-B Lt 1 10150, ",Jakarta,021-63860735,
Genta Bawana Sakti PT Radio,"Jl Puncak Lijen 88 68454, BANYUWANGI",,0333-410539,
Genta Radio,"Jl Medan 11 24352, ",Lhokseumawe,0645-83195,
Gema Hp,"Kompl Itc Roxy Mas Lt Iii/93, Jakarta, ",Jakarta,021-6385-8771,
GEMAYA PT,"Jl Markoni Atas 47 RT 047/13 BALIKPAPAN 76113, P.O. Box: 76113, ",Balikpapan,0542-427740,
GEMATARA BATAKAN PT,"Jl Kemakmuran 8 PLEIHARI 70814, P.O. Box: 70814",,0512-21385,
GEMBIRA MULIA ABADI PT,"Jl Rumbia 2 SAMARINDA 75116, P.O. Box: 75116, ",Samarinda,0541-734505,
GEMASWARA PAMANUKAN PT,Jl Raya Pantura 313 PAMANUKAN,,0260-551534,
GEMASUARA INDAHPRIMA PT,"Jl Pintu Air Bawah 26 PANGKALPINANG 33133, P.O. Box: 33133",,0717-432149,
GEMA MENTAYA PT,"Jl Jend Gatot Subroto 4 SAMPIT 74321, P.O. Box: 74321",,0531-22707,
GEMARIA POESPA SRINDRAPURA PT,"Jl Punai 8 PEKANBARU 28124, P.O. Box: 28124, ",Pekanbaru,0761-848911,
GEMA KYAI LANGGENG PT,"Jl Beringin I 29 MAGELANG 56125, P.O. Box: 56125, ",Magelang,0293-364177,
GEMA MAHASISWA PT,"Jl Prof Dr Suharso 6 PURWOKERTO 53113, P.O. Box: 53113",,0281-637890,
GEMA KURIPAN PT,"Jl Candi Agung 117 AMUNTAI 71418, P.O. Box: 71418",,0527-62810,
GEMA KARTIKA SARANA PT,"Kompl Abaditama Bl A/9 BATAM 29443, P.O. Box: 29443, ",Batam,0778-450298,
GEMA KRAKATAU PT,Jl Jend A Yani Ruko Buana Labuan Bl G/3-4 LABUAN,,0253-802239,
GEMA KARANG PUTIH PT,"Ged Serba Guna Semen Padang Lt 2 PADANG 25237, P.O. Box: 25237, ",Padang,0751-74999,
GEMA IRAMA MUSIK PT,"Jl Kalimantan 28 PARE-PARE 91114, P.O. Box: 91114, ",Pare-Pare,0421-24181,
GEMA KAHAYAN PT,"Jl Jend A Yani 45-A PANGKALANBUN 74113, P.O. Box: 74113",,0532-22174,
GEMA GERUTE JAYA RASISONIA PT,"Jl Manekro 1-G MEULABOH 23614, P.O. Box: 23614",,0655-21579,
Gemilang Celuler Toko,"Jl Teratai Putih Raya Psr Perumnas Klender Bl A Los BKS/5-6,Malaka Jaya,Dur, ",Jakarta,021 8632035,
Gemini Selular,"Jl Colombo 022,Caturnunggal,Depok, ",Yogyakarta,0274 580057,
GEMA ESA EKAWARNA PT,"Jl Gandasoli 36 RT 002/06 SUKABUMI, ",Sukabumi,0266-246225,
Gemilang,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 1 122-B,Cideng,Gambir, ",Jakarta,021 70774019,
Gemala Marcapada CV,"Jl Malabar 4 RT 004/04,Burangrang,Lengkong, ",Bandung,022 7316126,
Gemilang Selaras Mandiri PT,"Jl Dr Wahidin 1,Ubung Kaja,Denpasar Barat, ",Denpasar,0361 427960,
Gemini Electric,"Jl Mangga Besar Raya 81 Lokasari Plaza Bl I Lt Dasar/12,Tangki,Taman Sari, ",Jakarta,021 6012165,
Gemilang Cellular,"Jl KH Hasyim Ashari 125 ITC Roxy Mas Lt 1 152-A,Cideng,Gambir, ",Jakarta,021 63860119,
Gembira Cellular,"Jl Letjen Suprapto ITC Mega Grosir Cempaka Mas Bl K Lt 4/902,Cempaka Baru,K, ",Jakarta,021 42901305,
Gema Surya PT Radio,Jl Merbabu 67 63411,,0352-461031,
Gemilang Radio,"Jl Pemuda Brt 1, ",Magelang,0293 5529948,
Gemilang Bayu Persada Radio,"Jl Galunggung 105, ",Tasikmalaya,0265 322999,
Gema Suara Makmur PT Radio,Jl Madegondo 15 RT 006/04 57552,,0271-626669,
Gema Satria Mandiri Radio PT,Jl Nuri 1 82211,,0365-43507,
Gema Suara Anjungan PT Radio,Jl Pasar Pagi 15 24475,,0641-31919,
Gema Remaja PT Radio,Jl Laks L RE Martadinata 155 45514,,0232-871860,
Gema Sritanjung Mediatama PT Radio,Jl Syeh Ali Basalamah 2,,0283-672488,
Gema Satria Mandiri Radio,Jl Nuri Pendem 1,,0365-43507,
Gema RE Radio,Jl Laks L RE Martadinata IV 36,,0232-875010,
Gema Rekayasa PT Radio,"Jl Jend A Yani Hotel Benakutai Lt 10 Ruang 1007-1009 76121, ",Balikpapan,0542-410475,
Gema Bahari Selatan PT Radio,"Jl Raya Saketi-Malingping 44, MALINGPING",,0252-508044,
Gema Remaja PT Radio,"Jl Laks L RE Martadinata 155 45514, KUNINGAN",,0232-871860,
Gema Masjid Raya Radio,"Jl KH Ahmad Dahlan Amuntai Kota 29 RT 004, AMUNTAI",,0527-63224,
Gema Satria Mandiri Radio,"Jl Nuri Pendem 1, NEGARA",,0365-43507,
Gema Kartika PT Radio,"Jl Jend Sudirman C-2 65111, ",Malang,0341-367077,
Gema Mahasiswa PT Radio,"Jl Prof Dr Suharso 6 53113, PURWOKERTO",,0281-637890,
Gema Mentaya PT Radio,"Jl Jend Gatot Subroto 4 74321, SAMPIT",,0531-22707,
Gema Megantara PT Radio,"Jl Kartini Kompl Tmn Sekar Kav A-47, TABANAN",,0362-812735,
Gema Warga Karya Satnawa PT Radio,"Jl Dili Raya Bl A-6/1 17112, ",Bekasi,021-8805115,
Gema Satria Mandiri Radio PT,"Jl Nuri 1 82211, NEGARA",,0365-43507,
Gema Gerute Jaya Rasisonia PT Radio,"Jl Manekro 1-G 23614, MEULABOH",,0655-21579,
Gema Panca Arga PT Radio,"Jl Letjen Suprapto 77 63514, PACITAN",,0357-883392,
Gemaria Poespa Srindrapura PT Radio,"Jl Punai 8 28124, ",Pekanbaru,0761-848911,
Gema Kahayan PT Radio,"Jl Jend A Yani 45-A 74113, PANGKALANBUN",,0532-22174,
Gema Sunari Indah PT Radio,"Jl WR Supratman 284 80237, ",Denpasar,0361-464747,
Gema Amandit PT Radio,"Jl AW Syahrani 90, KANDANGAN",,0517-21378,
Gema Kuripan PT Radio,"Jl Candi Agung 117 71418, AMUNTAI",,0527-62810,
Gema Bentara PT Radio,"Jl Puncak Bukit Indah 29411, ",Batam,0778-312127,
Gema Pasundan FM PT Radio,"Kp Ciherang RT 004/03 43253, SINDANGLAYA",,0263-515241,
